industry,industry_uuid,category,subcategory_1,subcategory_2,uuid,name,description,price,cost,taxable,unit_of_measure,task_code,online_booking_enabled
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"10,001-10,300 Sq Ft","","",olit_faa9f8a0c7484743936e838d78951592,Biweekly House Cleaning,"Keep your home fresh and tidy with biweekly visits from our expert team. We ensure thorough cleaning while maintaining your space with care.
",$567.74,$312.25,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"10,001-10,300 Sq Ft","","",olit_c7a7a46d2573406584502884a87b82a1,Monthly House Cleaning,"Get a fresh start every month. Our team of professionals will clean your home with care, making sure everything looks excellent.
",$617.97,$339.88,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"10,001-10,300 Sq Ft","","",olit_1e41fe04f8ab4737b85265987f67ef69,Moving Cleaning,"Leave the cleaning to us when moving in or out. Our highly trained team will handle the deep cleaning, making the space spotless for the next residents.

Garage cleaning can be added at an additional charge.",$1098.70,$604.28,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"10,001-10,300 Sq Ft","","",olit_6ae4e9a8833f4a0fb6faa37b9ed46e79,Vacation Rental Cleaning,"Comprehensive cleaning service tailored for vacation rentals. Includes thorough cleaning of all rooms, sanitization of high-touch surfaces, meticulous attention to detail in kitchens and bathrooms, bed linen change, laundry service for towels and bedding (as needed), and preparation for guest arrivals. We ensure your property is spotless, welcoming, and ready for your next guests, maintaining the highest standards of cleanliness to enhance guest satisfaction.",$0.00,$0.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"10,301-10,600 Sq Ft","","",olit_e3aa7d6313304461809e11b7a6cba5b7,One-Time House Cleaning,"Perfect for a deep clean or special occasion. Our team works efficiently to give your home a detailed cleaning, leaving it spotless.",$893.59,$491.47,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"10,301-10,600 Sq Ft","","",olit_75659326315d4c6089699f4a4be4cb06,Initial House Cleaning,"The initial cleaning is a one-time, thorough cleaning to bring your home up to our high standards of cleanliness and sanitation. This comprehensive service lays the foundation for ongoing weekly, biweekly, or monthly maintenance, ensuring every surface shines and no detail is overlooked. The price for the initial cleaning is the same regardless of the frequency of your recurring service.",$720.44,$468.28,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"10,301-10,600 Sq Ft","","",olit_c289280902e5442e8c10dfe3efe78ce3,Weekly House Cleaning,"Enjoy a consistently clean home without lifting a finger. Our trained team provides efficient, thorough cleaning every week so you can take back your time.",$434.25,$238.83,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"10,301-10,600 Sq Ft","","",olit_45923e5c9d3a4680a4d3432e94b1d63e,Biweekly House Cleaning,"Keep your home fresh and tidy with biweekly visits from our expert team. We ensure thorough cleaning while maintaining your space with care.
",$580.48,$319.26,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"10,301-10,600 Sq Ft","","",olit_f4f981afd3204d448525c92fd8a757a1,Monthly House Cleaning,"Get a fresh start every month. Our team of professionals will clean your home with care, making sure everything looks excellent.
",$631.02,$347.06,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"10,301-10,600 Sq Ft","","",olit_200b1f37af7f49dbaf2cdd1853709137,Moving Cleaning,"Leave the cleaning to us when moving in or out. Our highly trained team will handle the deep cleaning, making the space spotless for the next residents.

Garage cleaning can be added at an additional charge.",$1116.98,$614.33,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"10,301-10,600 Sq Ft","","",olit_cd5d099bf89543848522698bc098adbc,Vacation Rental Cleaning,"Comprehensive cleaning service tailored for vacation rentals. Includes thorough cleaning of all rooms, sanitization of high-touch surfaces, meticulous attention to detail in kitchens and bathrooms, bed linen change, laundry service for towels and bedding (as needed), and preparation for guest arrivals. We ensure your property is spotless, welcoming, and ready for your next guests, maintaining the highest standards of cleanliness to enhance guest satisfaction.",$0.00,$0.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"10,601-10,900 Sq Ft","","",olit_b9336f886d7c44b7bcdf919024223f81,One-Time House Cleaning,"Perfect for a deep clean or special occasion. Our team works efficiently to give your home a detailed cleaning, leaving it spotless.",$908.21,$499.51,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"10,601-10,900 Sq Ft","","",olit_7fe7d4600fa047cd980f7599e0c39a8d,Initial House Cleaning,"The initial cleaning is a one-time, thorough cleaning to bring your home up to our high standards of cleanliness and sanitation. This comprehensive service lays the foundation for ongoing weekly, biweekly, or monthly maintenance, ensuring every surface shines and no detail is overlooked. The price for the initial cleaning is the same regardless of the frequency of your recurring service.",$733.81,$476.97,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"10,601-10,900 Sq Ft","","",olit_3f993b858e7149c39ffef1207faf2ac5,Weekly House Cleaning,"Enjoy a consistently clean home without lifting a finger. Our trained team provides efficient, thorough cleaning every week so you can take back your time.",$443.73,$244.05,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"10,601-10,900 Sq Ft","","",olit_effbfad4238f4fb682d97d5874eb3486,Biweekly House Cleaning,"Keep your home fresh and tidy with biweekly visits from our expert team. We ensure thorough cleaning while maintaining your space with care.
",$593.22,$326.27,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"10,601-10,900 Sq Ft","","",olit_c265b9c19a2f48f480e22f88a5e332ac,Monthly House Cleaning,"Get a fresh start every month. Our team of professionals will clean your home with care, making sure everything looks excellent.
",$644.08,$354.24,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"10,601-10,900 Sq Ft","","",olit_7ebadb68aa404bcabdfeaf5d99de454b,Vacation Rental Cleaning,"Comprehensive cleaning service tailored for vacation rentals. Includes thorough cleaning of all rooms, sanitization of high-touch surfaces, meticulous attention to detail in kitchens and bathrooms, bed linen change, laundry service for towels and bedding (as needed), and preparation for guest arrivals. We ensure your property is spotless, welcoming, and ready for your next guests, maintaining the highest standards of cleanliness to enhance guest satisfaction.",$0.00,$0.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"10,901-11,200 Sq Ft","","",olit_5c824560d7884c8399478bc7efcd2007,One-Time House Cleaning,"Perfect for a deep clean or special occasion. Our team works efficiently to give your home a detailed cleaning, leaving it spotless.",$922.83,$507.55,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"10,901-11,200 Sq Ft","","",olit_cd4149e78d3d46098e00ec9aa19d15f2,Initial House Cleaning,"The initial cleaning is a one-time, thorough cleaning to bring your home up to our high standards of cleanliness and sanitation. This comprehensive service lays the foundation for ongoing weekly, biweekly, or monthly maintenance, ensuring every surface shines and no detail is overlooked. The price for the initial cleaning is the same regardless of the frequency of your recurring service.",$747.18,$485.66,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"10,901-11,200 Sq Ft","","",olit_8d815a17fd14493da623bb1dfe1a9663,Weekly House Cleaning,"Enjoy a consistently clean home without lifting a finger. Our trained team provides efficient, thorough cleaning every week so you can take back your time.",$453.21,$249.26,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"10,901-11,200 Sq Ft","","",olit_8106eac6e4d34d8eb448acf161503cc3,Biweekly House Cleaning,"Keep your home fresh and tidy with biweekly visits from our expert team. We ensure thorough cleaning while maintaining your space with care.
",$605.97,$333.28,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"10,901-11,200 Sq Ft","","",olit_8eab6f5876964b1b8d2981a322ec910c,Monthly House Cleaning,"Get a fresh start every month. Our team of professionals will clean your home with care, making sure everything looks excellent.
",$657.13,$361.42,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"10,901-11,200 Sq Ft","","",olit_32b4fb3aa6fa4b8abc201c7da078f9e5,Moving Cleaning,"Leave the cleaning to us when moving in or out. Our highly trained team will handle the deep cleaning, making the space spotless for the next residents.

Garage cleaning can be added at an additional charge.",$1153.54,$634.44,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"10,901-11,200 Sq Ft","","",olit_18367553a3af4dddbcb01c89150c9171,Vacation Rental Cleaning,"Comprehensive cleaning service tailored for vacation rentals. Includes thorough cleaning of all rooms, sanitization of high-touch surfaces, meticulous attention to detail in kitchens and bathrooms, bed linen change, laundry service for towels and bedding (as needed), and preparation for guest arrivals. We ensure your property is spotless, welcoming, and ready for your next guests, maintaining the highest standards of cleanliness to enhance guest satisfaction.",$0.00,$0.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"11,201-11,500 Sq Ft","","",olit_7e96a9c22a2b40bcbaabe101a5de1f49,One-Time House Cleaning,"Perfect for a deep clean or special occasion. Our team works efficiently to give your home a detailed cleaning, leaving it spotless.",$937.45,$515.59,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"11,201-11,500 Sq Ft","","",olit_e2c359285bc249cfb24e906d1bcde3f4,Initial House Cleaning,"The initial cleaning is a one-time, thorough cleaning to bring your home up to our high standards of cleanliness and sanitation. This comprehensive service lays the foundation for ongoing weekly, biweekly, or monthly maintenance, ensuring every surface shines and no detail is overlooked. The price for the initial cleaning is the same regardless of the frequency of your recurring service.",$760.55,$494.35,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"11,201-11,500 Sq Ft","","",olit_9cb26d10e0f04400b5302936472a0654,Weekly House Cleaning,"Enjoy a consistently clean home without lifting a finger. Our trained team provides efficient, thorough cleaning every week so you can take back your time.",$462.69,$254.47,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"11,201-11,500 Sq Ft","","",olit_23f0e412d92e4bb98c608aa4c7bb234b,Biweekly House Cleaning,"Keep your home fresh and tidy with biweekly visits from our expert team. We ensure thorough cleaning while maintaining your space with care.
",$618.71,$340.29,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"11,201-11,500 Sq Ft","","",olit_cc5c3565640f427e98b7576265683d57,Monthly House Cleaning,"Get a fresh start every month. Our team of professionals will clean your home with care, making sure everything looks excellent.
",$670.19,$368.60,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"11,201-11,500 Sq Ft","","",olit_545823d67a9749d1814ca24625479a72,Moving Cleaning,"Leave the cleaning to us when moving in or out. Our highly trained team will handle the deep cleaning, making the space spotless for the next residents.

Garage cleaning can be added at an additional charge.",$1171.81,$644.49,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"11,201-11,500 Sq Ft","","",olit_db91c7d55fa04e42ac33ee8dda5650fd,Vacation Rental Cleaning,"Comprehensive cleaning service tailored for vacation rentals. Includes thorough cleaning of all rooms, sanitization of high-touch surfaces, meticulous attention to detail in kitchens and bathrooms, bed linen change, laundry service for towels and bedding (as needed), and preparation for guest arrivals. We ensure your property is spotless, welcoming, and ready for your next guests, maintaining the highest standards of cleanliness to enhance guest satisfaction.",$0.00,$0.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"9,401-9,700 Sq Ft","","",olit_a1dfd2193db34ca780854d4562f671fc,Monthly House Cleaning,"Get a fresh start every month. Our team of professionals will clean your home with care, making sure everything looks excellent.
",$591.86,$325.52,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"9,701-10,000 Sq Ft","","",olit_ba05c3d6debc40e29ad3dd25ac981071,Monthly House Cleaning,"Get a fresh start every month. Our team of professionals will clean your home with care, making sure everything looks excellent.
",$604.91,$332.70,false,"","",false
Window & Exterior Cleaning,ind_50413bdcbb67410da504845ec48af17d,Window Cleaning,"","",olit_77bd2c317ce647aebdbbaf0a4159ba1d,Interior Window Cleaning (Residential),"Thorough cleaning of interior window surfaces to enhance the clarity and appearance of your space. Our professional team uses expert techniques to ensure high-quality results with careful attention to detail. 

Please note that basic cleaning does not include the removal of adhesives, paint, or other strongly adhered materials.

*Pricing is per window",$10.00,$12.00,false,"","",false
Window & Exterior Cleaning,ind_50413bdcbb67410da504845ec48af17d,Window Cleaning,"","",olit_d743dd8b17ae4a6b9a6aa740e622b811,Exterior Window Cleaning (Residential),"Professional cleaning of exterior window surfaces, removing dirt and grime to improve the look of your property. Our skilled team provides reliable and detailed service, even for hard-to-reach windows. 

Basic cleaning excludes the removal of adhesives, paint, or other strongly adhered materials.

*Pricing is per window",$12.00,$0.00,false,"","",false
Window & Exterior Cleaning,ind_50413bdcbb67410da504845ec48af17d,Window Cleaning,"","",olit_731d481f7e894035995e2bf6874e530f,Interior Window Cleaning (Commercial),"Detailed cleaning of interior window surfaces to enhance the brightness and professionalism of your commercial space. Our experienced team ensures your windows are clean and well-maintained, creating a welcoming atmosphere for employees and clients. Basic cleaning does not include the removal of adhesives, paint, or other strongly adhered materials.",$0.00,$0.00,true,"","",false
Window & Exterior Cleaning,ind_50413bdcbb67410da504845ec48af17d,Window Cleaning,"","",olit_0720b1b1f6fd4c29906c38062b7f543a,Exterior Window Cleaning (Commercial),"Reliable and thorough cleaning of exterior window surfaces to improve the overall appearance of your commercial property. 

Our team specializes in handling large-scale projects and hard-to-reach areas, providing consistent and professional results. Basic cleaning excludes the removal of adhesives, paint, or other strongly adhered materials.",$0.00,$0.00,true,"","",false
Window & Exterior Cleaning,ind_50413bdcbb67410da504845ec48af17d,Window Cleaning,"","",olit_c03e71835332403d88422d18c1a8f671,Interior & Exterior Window Cleaning (Commercial): ,"Complete window cleaning service for both interior and exterior surfaces, designed to keep your commercial property looking its best. We focus on delivering professional-grade results, ensuring your windows are clean and presentable for employees, clients, and visitors. Removal of adhesives, paint, or other strongly adhered materials is not included in basic cleaning.",$0.00,$0.00,true,"","",false
Janitorial,ind_ddf8835196c9457d90af263be411cc43,Custom Services,"","",olit_396122f8832e497aacea7725e76331e2,EMCI Wireless: Office Cleaning,"Thorough office cleaning as outlined in the service agreement to keep your office looking pristine. 
Charge is $120 per week plus FL Sales Tax.",$120.00,$0.00,true,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,Additional Services,"","",olit_4143c5586a4d453cb4de90d162ebce47,Cleaning For a Reason,"We believe that every home should be a sanctuary of comfort during life's toughest challenges. For patients undergoing cancer treatment, we offer two complimentary house cleaning sessions designed to lift a small burden from your shoulders. Each session is provided by two caring professionals for two hours, ensuring that your home remains a warm, peaceful haven where you can focus on healing and hope.",$0.00,$0.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"1,601-1,900 Sq Ft","","",olit_a5e2981ba3bb4750b3a11eeba56a53a8,Post-Renovation Cleaning,"Thorough cleaning of dust, debris, and construction residue, including detailed surface wiping, vacuuming, and floor care to make the space move-in ready. Does not include removal of heavy items such as drywall sheets or other construction materials",$875.25,$481.38,false,"","",false
Window & Exterior Cleaning,ind_50413bdcbb67410da504845ec48af17d,Misc. Services,"","",olit_62291c3a851d45e88a0cd18a5fbd238a,Screen Repair,"Damaged or torn screens can let in pests and compromise your comfort. We'll fix or replace them, ensuring a seamless look and optimal airflow.",$0.00,$0.00,false,"","",false
Janitorial,ind_ddf8835196c9457d90af263be411cc43,Custom Services,"","",olit_6479aef22e9748be925ed2ec3f9a8929,Myerlee Circle: HOA Clubhouse Cleaning,"Comprehensive cleaning of clubhouse per service agreement. Includes full restroom cleaning, kitchen floor and surface cleaning, trash removal, and wiping of outdoor tables at each visit. Alternating visits also include vacuuming of clubhouse floors, wiping of interior tables and high-touch surfaces, and main room dusting per outlined rotational schedule.",$145.00,$0.00,false,"","",false
Janitorial,ind_ddf8835196c9457d90af263be411cc43,Custom Services,"","",olit_2c32872063e34b528be9c31416c96733,Richmond's Hidden Gardens: Clubhouse Cleaning,"Keep your clubhouse sparkling and inviting with our professional cleaning service. We ensure every area is thoroughly sanitized—restrooms, floors, and common spaces—creating a fresh, welcoming environment for all guests and members to enjoy.

Full description of services is outlined in Service Agreement.

Pricing: 
Biweekly Cleaning: $149 per cleaning
Weekly Cleaning: $125 per cleaning

Invoice Notes: 
Checks should be sent to:
Connect Cleaning
14831 Reflection Key Cir. #1712
Fort Myers, FL 33907

Cleaning Dates:
6/18/25",$149.00,$0.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,House Cleaning: Floors & Bathrooms Only,"","",olit_bce23a8629674d6bb725accdfa0c649a,Bathroom & Floors Cleaning,"Enjoy a sparkling clean bathroom and spotless floors! Our Bathroom & Floors Cleaning service removes grime, soap scum, and germs, leaving your space fresh and hygienic. Protect your home’s health and enjoy a welcoming, refreshed environment every time.",$0.00,$0.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,Add-Ons,"","",olit_e7b99c44751448e0ba4bb8b515be9579,Fridge Interior Cleaning,"Thorough cleaning of the refrigerator’s interior. Please note: some stains, odors, or discoloration may not be fully removable.",$40.00,$20.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,Add-Ons,"","",olit_d735f4d7d2344ebc8f09cb94f7915c30,Oven Interior Cleaning,Thorough cleaning of the oven’s interior. Please note: some heavy stains and burnt-on residue may not be fully removable.,$40.00,$20.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"10,601-10,900 Sq Ft","","",olit_dc67b9fad81d4a6b942b9a392e24c62d,Moving Cleaning,"Leave the cleaning to us when moving in or out. Our highly trained team will handle the deep cleaning, making the space spotless for the next residents.

Garage cleaning can be added at an additional charge.",$1135.26,$624.39,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,Additional Services,"","",olit_ae97edd5ccc74e6e9c1f74ed5d21d228,Post-Construction Cleaning,"Our Post-Construction Cleaning service removes dust, debris, and residue left behind after renovations or building projects. We ensure your home is spotless, safe, and move-in ready—saving you time and protecting your family’s health and comfort.",$0.00,$0.00,false,"","",false
Janitorial,ind_ddf8835196c9457d90af263be411cc43,Custom Services,"","",olit_4526b041e20646f198ab431aeeacdf4d,Oaks Community Church: Office Cleaning,"Keep your offices welcoming and presentable with our professional office cleaning service. We remove dust, sanitize surfaces, and ensure a tidy workspace, helping your team and visitors stay healthy and focused.",$180.00,$100.00,false,"","",false
Janitorial,ind_ddf8835196c9457d90af263be411cc43,Custom Services,"","",olit_9166122dc5a24b419f8a543faa9c83cb,Office Cleaning for Powerhouse Home Services,"Keep your workspace spotless and healthy with our professional office cleaning service. We remove dust, sanitize surfaces, and ensure a welcoming environment, boosting productivity and impressing clients. Trust us for a cleaner, brighter office!",$180.00,$95.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,Additional Services,"","",olit_809370b462c5439d9b90a2df532f67ea,Tile & Grout Cleaning,"Restore the beauty of your tile floors with our professional Tile & Grout Cleaning using a powerful truck-mount system. We remove deep-down dirt and stains, leaving your surfaces sparkling clean and sanitized—improving appearance and prolonging floor life.",$0.00,$0.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,Credit Card Fee,"","",olit_bf73aae29ec84881a4d1f3e544d26bb9,Credit Card Fee (3%) ,(House Cleaning),$0.03,$0.00,false,"","",false
Janitorial,ind_ddf8835196c9457d90af263be411cc43,Credit Card Fee,"","",olit_d0cfecab328740bd86ff8a73c8ff46e7,Credit Card Fee (3%),"",$0.03,$0.00,false,"","",false
Window & Exterior Cleaning,ind_50413bdcbb67410da504845ec48af17d,Window Cleaning,"","",olit_9a84053e7bfc4b15a0eb1c0ecb91edb3,Credit Card Fee (3%),"",$0.03,$0.00,false,"","",false
Janitorial,ind_ddf8835196c9457d90af263be411cc43,Office Cleaning,"","",olit_6df9095e2e1749469fa4bc6a4ea71c15,Office Cleaning,"Includes wiping surfaces, disinfecting high-touch areas, emptying trash, restocking supplies, cleaning kitchens/breakrooms, dusting, sweeping/vacuuming floors, and mopping hard surfaces. All work performed to maintain a clean, safe, and professional workspace.",$0.00,$0.00,true,"","",false
Janitorial,ind_ddf8835196c9457d90af263be411cc43,Custom Services,"","",olit_b436251c38714b08891918994caa552d,Janitorial Cleaning: NFM Church of the Nazarene,"A rotating cleaning schedule designed for both cleanliness and budget efficiency. Every other week, we perform a full cleaning (dusting, full restrooms, floors, surfaces, and full vacuuming). On the alternating weeks, we perform a light service that includes trash removal throughout the facility, a light restroom cleaning, and spot-vacuuming of high-traffic areas. This option keeps the church fresh weekly while reducing overall cost.",$0.00,$165.00,false,"","",false
Window & Exterior Cleaning,ind_50413bdcbb67410da504845ec48af17d,Misc. Services,"","",olit_435457712d99465690994eac62a47b31,Window Track Cleaning,A thorough cleaning of your window tracks to remove built-up dirt and grime and keep your windows sliding smoothly,$0.00,$0.00,false,"","",false
Window & Exterior Cleaning,ind_50413bdcbb67410da504845ec48af17d,Misc. Services,"","",olit_778461e1edf94c9fb208fff78366d088,Lanai Screen Cleaning ,"Thorough cleaning of your lanai screen from the outside to remove built-up bugs, dirt, and grime.",$0.00,$0.00,false,"","",false
Window & Exterior Cleaning,ind_50413bdcbb67410da504845ec48af17d,Window Cleaning,"","",olit_a81bb0ab2618416389cedf6678ffb044,Interior Glass Cleaning,"Detailed cleaning of glass inside a home or property, such as glass enclosures, doors, or balconies.",$0.00,$0.00,false,"","",false
Janitorial,ind_ddf8835196c9457d90af263be411cc43,Custom Services,"","",olit_daeca6a4e4aa439782662875bf92e199,Martinique Condominium Association: Initial Deep Clean,"Our Initial Deep Clean for Martinique Condominium Association delivers a thorough top-to-bottom cleaning of all spaces outlined in the Service Agreement. This service ensures a spotless, healthy environment, eliminates built-up grime, and provides a sparkling welcome for residents and guests.",$0.00,$0.00,false,"","",false
Janitorial,ind_ddf8835196c9457d90af263be411cc43,Estimate,"","",olit_fd2befaaab7642d4a6ac350280728a49,Estimate,We'll come take a look at your property to gather some information on-site and discuss best options to get the job completed!,$0.00,$0.00,false,"","",true
Janitorial,ind_ddf8835196c9457d90af263be411cc43,Custom Services,"","",olit_6db81b6c8e9d41cf8ffbb168acc73139,Martinique Condominium Association: Weekly Cleaning,"Weekly Cleaning of Clubhouse, Residential Hallways, & Laundry Rooms as outlined in Service Agreement.",$275.00,$0.00,false,"","",false
Window & Exterior Cleaning,ind_50413bdcbb67410da504845ec48af17d,Pressure Washing,House Washing (Soft Wash),"",olit_20c1324a5c4443c2b4578e77a94396f8,Small: House Wash (Soft Wash) ,"Revitalize your home’s exterior with our House Soft Wash, including a thorough cleaning of soffit and fascia. Our gentle, effective process removes dirt, mold, and mildew, enhancing curb appeal and protecting your home from premature wear.",$0.00,$0.00,false,"","",false
Window & Exterior Cleaning,ind_50413bdcbb67410da504845ec48af17d,Pressure Washing,Driveway Pressure Washing,"",olit_d4420a5ec2b1497aae42ef7b84abfda7,Pressure Washing: 1-2 Car Driveway,"",$0.00,$0.00,false,"","",false
Window & Exterior Cleaning,ind_50413bdcbb67410da504845ec48af17d,Pressure Washing,Driveway Pressure Washing,"",olit_bd5a534c758344dabfbf0136ab735370,Pressure Washing: 3-4 Car Diveway,"",$0.00,$0.00,false,"","",false
Window & Exterior Cleaning,ind_50413bdcbb67410da504845ec48af17d,Pressure Washing,Driveway Pressure Washing,"",olit_b491af3e75a747cd895cf8b8826d7881,Pressure Washing: 5-6 Car Driveway,"",$0.00,$0.00,false,"","",false
Window & Exterior Cleaning,ind_50413bdcbb67410da504845ec48af17d,Pressure Washing,Driveway Pressure Washing,"",olit_7d5035f76118407090a1e036a9ddfcb7,Pressure Washing: 7+ Car Driveway,"",$0.00,$0.00,false,"","",false
Window & Exterior Cleaning,ind_50413bdcbb67410da504845ec48af17d,Misc. Services,"","",olit_3c397aacc96d46a2a9916280250b91c6,Hurricane Shutter Track Cleaning,"Keep your hurricane shutters working smoothly with our professional track cleaning service. We remove dirt, debris, and buildup to ensure easy operation and extend the life of your shutters.",$0.00,$0.00,false,"","",false
Property Manager,ind_b9613f32edc644bfa6c7e09b40798b8d,Property manager,Property manager,Property Management Services,olit_0f1b0a6648a4406aaa60d893506cc831,Non-Cleaning Subcontracted Work,"Use this line item when subcontracting work outside of our scope, such as pool cleaning, alwn maintenance, or locksmith work.",$0.00,$0.00,false,"","",false
Carpet Cleaning,ind_6f5669f2e08d48f4b0e868996396281c,Floor Cleaning,"","",olit_4fdeae679e0d43cb9c55197b4a962089,Carpet Cleaning,"Restore your carpets' freshness and appearance with our professional Truck Mount Carpet Cleaning. Deep steam extraction removes dirt, stains, and allergens, leaving your home healthier and carpets looking like new. Perfect for families and pet owners!

*Stain and Wear Path Removal is not guaranteed",$0.00,$0.00,false,"","",false
Carpet Cleaning,ind_6f5669f2e08d48f4b0e868996396281c,Floor Cleaning,"","",olit_8a6a9deaacd3432eb4b68cc32b659384,Tile & Grout Cleaning,"Restore the beauty of your tile and grout with our professional truck-mounted tile cleaning service. Powerful equipment removes deep-seated dirt, stains, and bacteria, leaving your floors sparkling clean, sanitized, and looking like new.",$0.00,$0.00,false,"","",false
Window & Exterior Cleaning,ind_50413bdcbb67410da504845ec48af17d,Pressure Washing,Driveway Pressure Washing,"",olit_468c1aace3a5472488d5f4457fc5570f,Pressure Washing (General),"",$0.00,$0.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,Additional Services,"","",olit_17097374540645309d9a7236a27531f2,Vacation Rental: Restocked Items,"Supplies purchased and restocked for your vacation rental (toilet paper, paper towels, trash bags, etc.). See attached receipts.

Does not include Service Fee.",$0.00,$0.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,Additional Services,"","",olit_ca4469f28e964f04b5c0272c1677c221,Vacation Rental: Restocking Fee (20%),"Covers time spent sourcing, purchasing, transporting, and organizing supplies. Calculated as 20% of total restocking cost.",$0.00,$0.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,Additional Services,"","",olit_47fc4e1dc1fc4b9fa087f5c593e90a22,Garage Top-To-Bottom Deep Cleaning (2-Car),"A complete reset for your garage. We deep clean floors, walls, shelves, and surfaces to remove built-up dirt, dust, cobwebs, and grime—leaving the space cleaner, safer, and actually usable again.

Includes:
-Full floor cleaning (sweep, degrease, and wash)
-Wall and corner dust/cobweb removal
-Shelving and surface wipe-down
-Detail work in edges, corners, and hard-to-reach areas
-Blow-out of loose debris

Best Results:
For the best possible outcome, we recommend emptying out as much of the garage as possible before we arrive. The more open the space, the deeper we can clean.",$0.00,$297.52,false,"","",false
Janitorial,ind_ddf8835196c9457d90af263be411cc43,Custom Services,"","",olit_0101a7823f874515903bf910c369da30,Ritz-Carlton Residences: Post-Construction Final Detail Clean – Common Areas,"Detailed cleaning of accessible horizontal surfaces including counters, tables, and desks to remove residual construction dust and debris. Light dusting and wiping of upholstered furnishings. Multi-step professional floor cleaning of polished terrazzo and fitness center rubber flooring using commercial auto-scrubbing equipment — multiple passes as needed to eliminate post-construction buildup and achieve a uniform, haze-free finish. Final detail pass throughout all common areas to ensure the space is presentation-ready for occupancy.",$0.00,$6500.00,false,"","",false
